Case_ID,Created_Date,Assigned_Date,Resolved_Date,Case_Type,Priority,Assigned_Team,Assigned_Analyst,Routing_Method,Reassignment_Count,Current_Status,SLA_Target_Hours,SLA_Met,Root_Cause,Reopened_Flag,Customer_Segment,Documentation_Gap,Policy_Exception,Historical_Rework_Risk,Estimated_Work_Hours,Assignment_Lag_Hours,Resolution_Hours,Handling_Hours,SLA_Met_Calculated,SLA_Breach_Hours,Score_Case_Type,Score_Priority,Score_Documentation_Gap,Score_Policy_Exception,Score_Rework_Risk,Complexity_Score,Complexity_Band
CS-2026-012208,2026-05-28 12:15:00,2026-05-28 16:14:00,2026-05-30 04:41:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Enterprise,Yes,No,No,6.92,3.98,40.43,36.45,Yes,,13,11,20,0,0,44,Moderate
CS-2026-013045,2026-05-28 12:00:00,2026-05-28 12:52:00,2026-05-30 01:03:00,Coverage Termination,Urgent,TEAM-01,AN-008,Auto-Routed,0.0,Resolved,96,Yes,Policy exception required,No,Small Group,No,No,Yes,7.36,0.87,37.05,36.18,Yes,,30,25,0,0,10,65,High
CS-2026-005871,2026-03-23 08:45:00,2026-03-23 09:16:00,2026-03-27 00:05:00,Claims Dispute,Low,TEAM-02,AN-010,Auto-Routed,2.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,No,No,15.92,0.52,87.33,86.82,No,15.33,26,5,20,0,0,51,Moderate
CS-2026-004741,2026-02-28 10:30:00,2026-02-28 13:21:00,2026-03-03 16:02:00,Claims Dispute,Standard,TEAM-02,AN-013,Manual Triage,0.0,Resolved,72,No,Complex eligibility,No,Mid-Market,Yes,No,No,9.53,2.85,77.53,74.68,No,5.53,26,11,20,0,0,57,High
CS-2026-007025,2026-06-02 17:30:00,2026-06-02 21:57:00,2026-06-03 20:42:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Manual Triage,0.0,Resolved,48,Yes,No issue identified,No,Individual,No,No,No,3.35,4.45,27.2,22.75,Yes,,13,11,0,0,0,24,Low
CS-2026-000309,2026-06-26 10:45:00,2026-06-26 10:50:00,2026-06-27 14:30:00,Enrollment Change,Low,TEAM-03,AN-022,Auto-Routed,1.0,Resolved,24,No,System data gap,No,Small Group,No,No,No,4.08,0.08,27.75,27.67,No,3.75,9,5,0,0,0,14,Low
CS-2026-012627,2026-03-24 07:00:00,2026-03-24 09:57:00,2026-03-24 22:40:00,Benefits Inquiry,Urgent,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Small Group,No,Yes,No,3.64,2.95,15.67,12.72,Yes,,13,25,0,15,0,53,Moderate
CS-2026-001075,2026-02-04 07:30:00,2026-02-04 08:59:00,2026-02-05 00:17:00,Benefits Inquiry,High,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Small Group,No,No,No,2.63,1.48,16.78,15.3,Yes,,13,19,0,0,0,32,Moderate
CS-2026-005552,2026-06-18 14:00:00,2026-06-18 14:57:00,2026-06-20 05:21:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,Incorrect initial routing,No,Small Group,Yes,No,Yes,6.86,0.95,39.35,38.4,Yes,,13,11,20,0,10,54,Moderate
CS-2026-004965,2026-01-27 13:15:00,2026-01-27 19:04:00,2026-01-30 20:34:00,Authorization Review,High,TEAM-04,AN-027,Analyst Self-Select,0.0,Resolved,48,No,Missing documentation,No,Individual,Yes,No,No,6.06,5.82,79.32,73.5,No,31.32,22,19,20,0,0,61,High
CS-2026-005285,2026-04-15 16:00:00,2026-04-15 16:22:00,2026-04-19 11:57:00,Authorization Review,Standard,TEAM-04,AN-024,Auto-Routed,1.0,Resolved,48,No,Policy exception required,No,Small Group,No,Yes,No,8.86,0.37,91.95,91.58,No,43.95,22,11,0,15,0,48,Moderate
CS-2026-010164,2026-06-23 16:00:00,2026-06-23 16:09:00,2026-06-25 14:30:00,Benefits Inquiry,Standard,TEAM-05,AN-032,Auto-Routed,1.0,Resolved,48,Yes,Missing documentation,No,Small Group,No,No,No,7.54,0.15,46.5,46.35,Yes,,13,11,0,0,0,24,Low
CS-2026-002870,2026-02-06 11:30:00,2026-02-06 13:43:00,2026-02-06 21:27:00,Benefits Inquiry,High,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,2.46,2.22,9.95,7.73,Yes,,13,19,0,0,0,32,Moderate
CS-2026-013053,2026-04-18 15:30:00,2026-04-18 16:32:00,2026-04-21 06:26:00,Billing Correction,Standard,TEAM-05,AN-032,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,No,Small Group,No,No,No,8.18,1.03,62.93,61.9,Yes,,17,11,0,0,0,28,Low
CS-2026-009997,2026-02-15 07:15:00,2026-02-15 07:53:00,2026-02-16 08:21:00,Enrollment Change,High,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,24,No,Policy exception required,No,Mid-Market,No,Yes,No,5.19,0.63,25.1,24.47,No,1.1,9,19,0,15,0,43,Moderate
CS-2026-005008,2026-03-11 11:15:00,2026-03-11 11:40:00,2026-03-12 08:03:00,Benefits Inquiry,Urgent,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Mid-Market,No,No,No,3.99,0.42,20.8,20.38,Yes,,13,25,0,0,0,38,Moderate
CS-2026-001345,2026-03-06 08:15:00,2026-03-06 08:30:00,2026-03-07 22:36:00,Billing Correction,High,TEAM-05,AN-028,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,No,No,No,4.86,0.25,38.35,38.1,Yes,,17,19,0,0,0,36,Moderate
CS-2026-011445,2026-02-22 16:00:00,2026-02-22 17:29:00,2026-02-24 19:34:00,Benefits Inquiry,Standard,TEAM-03,AN-021,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,No,No,6.8,1.48,51.57,50.08,No,3.57,13,11,0,0,0,24,Low
CS-2026-010574,2026-03-19 09:30:00,2026-03-19 11:55:00,2026-03-21 21:29:00,Authorization Review,High,TEAM-04,AN-027,Auto-Routed,1.0,Resolved,48,No,System data gap,Yes,Small Group,Yes,No,No,8.13,2.42,59.98,57.57,No,11.98,22,19,20,0,0,61,High
CS-2026-004435,2026-04-28 12:45:00,2026-04-28 13:10:00,2026-04-30 07:24:00,Coverage Termination,Standard,TEAM-01,AN-006,Auto-Routed,0.0,Resolved,96,Yes,Policy exception required,No,Enterprise,No,Yes,Yes,7.47,0.42,42.65,42.23,Yes,,30,11,0,15,10,66,High
CS-2026-003803,2026-06-01 10:45:00,2026-06-01 11:22:00,2026-06-04 03:01:00,Billing Correction,Low,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,Yes,5.48,0.62,64.27,63.65,Yes,,17,5,0,0,10,32,Moderate
CS-2026-014345,2026-04-03 14:15:00,2026-04-03 19:35:00,2026-04-05 04:49:00,Billing Correction,Urgent,TEAM-05,AN-031,Analyst Self-Select,1.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,Yes,No,8.38,5.33,38.57,33.23,Yes,,17,25,20,15,0,77,Critical
CS-2026-013680,2026-01-30 17:45:00,2026-01-30 22:41:00,2026-01-31 19:03:00,Benefits Inquiry,High,TEAM-01,AN-009,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Mid-Market,Yes,No,No,5.28,4.93,25.3,20.37,Yes,,13,19,20,0,0,52,Moderate
CS-2026-008806,2026-06-17 10:45:00,2026-06-17 11:32:00,2026-06-18 06:35:00,Claims Dispute,High,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,72,Yes,System data gap,No,Mid-Market,No,No,No,8.62,0.78,19.83,19.05,Yes,,26,19,0,0,0,45,Moderate
CS-2026-001722,2026-03-01 08:15:00,2026-03-01 08:26:00,2026-03-01 20:24:00,Enrollment Change,High,TEAM-03,AN-020,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Enterprise,No,No,No,1.95,0.18,12.15,11.97,Yes,,9,19,0,0,0,28,Low
CS-2026-005657,2026-04-29 16:15:00,2026-04-29 16:42:00,2026-05-04 14:47:00,Claims Dispute,High,TEAM-02,AN-015,Auto-Routed,1.0,Resolved,72,No,Missing documentation,No,Individual,Yes,No,No,13.64,0.45,118.53,118.08,No,46.53,26,19,20,0,0,65,High
CS-2026-001623,2026-05-05 14:15:00,2026-05-05 16:18:00,2026-05-08 12:21:00,Claims Dispute,Standard,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,No,No,6.42,2.05,70.1,68.05,Yes,,26,11,20,0,0,57,High
CS-2026-010647,2026-02-24 14:15:00,2026-02-24 15:02:00,2026-02-25 04:21:00,Enrollment Change,Standard,TEAM-03,AN-021,Auto-Routed,0.0,Resolved,24,Yes,No issue identified,No,Individual,No,No,No,3.4,0.78,14.1,13.32,Yes,,9,11,0,0,0,20,Low
CS-2026-008632,2026-04-03 14:45:00,2026-04-03 15:09:00,2026-04-04 18:47:00,Billing Correction,Standard,TEAM-05,AN-035,Manual Triage,1.0,Resolved,72,Yes,Incorrect initial routing,No,Enterprise,No,No,No,5.08,0.4,28.03,27.63,Yes,,17,11,0,0,0,28,Low
CS-2026-015622,2026-02-23 11:00:00,2026-02-23 14:27:00,2026-02-25 23:08:00,Authorization Review,Standard,TEAM-04,AN-025,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,Yes,No,No,4.95,3.45,60.13,56.68,No,12.13,22,11,20,0,0,53,Moderate
CS-2026-004519,2026-03-21 15:30:00,2026-03-21 17:34:00,2026-03-22 23:27:00,Benefits Inquiry,High,TEAM-01,AN-007,Manual Triage,0.0,Resolved,48,Yes,No issue identified,No,Individual,No,No,Yes,3.49,2.07,31.95,29.88,Yes,,13,19,0,0,10,42,Moderate
CS-2026-002069,2026-01-07 17:15:00,2026-01-07 22:31:00,2026-01-09 21:12:00,Authorization Review,Standard,TEAM-04,AN-027,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Enterprise,Yes,No,No,5.58,5.27,51.95,46.68,No,3.95,22,11,20,0,0,53,Moderate
CS-2026-011405,2026-01-28 16:00:00,2026-01-28 16:15:00,2026-01-30 16:45:00,Billing Correction,Standard,TEAM-05,AN-035,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,Yes,No,No,8.84,0.25,48.75,48.5,Yes,,17,11,20,0,0,48,Moderate
CS-2026-004942,2026-04-08 12:45:00,2026-04-08 14:14:00,2026-04-10 06:14:00,Benefits Inquiry,High,TEAM-03,AN-019,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,No,No,No,4.58,1.48,41.48,40.0,Yes,,13,19,0,0,0,32,Moderate
CS-2026-003310,2026-02-15 14:30:00,2026-02-15 19:07:00,2026-02-18 16:00:00,Claims Dispute,High,TEAM-02,AN-011,Manual Triage,0.0,Resolved,72,No,External party delay,No,Small Group,Yes,No,Yes,8.99,4.62,73.5,68.88,No,1.5,26,19,20,0,10,75,Critical
CS-2026-012641,2026-01-26 16:15:00,2026-01-26 16:37:00,2026-01-28 18:24:00,Billing Correction,Urgent,TEAM-05,AN-029,Auto-Routed,1.0,Resolved,72,Yes,External party delay,No,Mid-Market,No,No,No,7.93,0.37,50.15,49.78,Yes,,17,25,0,0,0,42,Moderate
CS-2026-013669,2026-03-25 10:30:00,2026-03-25 12:36:00,2026-03-26 06:37:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Mid-Market,No,Yes,No,4.19,2.1,20.12,18.02,Yes,,13,11,0,15,0,39,Moderate
CS-2026-006694,2026-04-28 08:00:00,2026-04-28 10:09:00,2026-04-29 12:59:00,Enrollment Change,Standard,TEAM-03,AN-021,Auto-Routed,0.0,Resolved,24,No,External party delay,No,Enterprise,No,No,No,3.24,2.15,28.98,26.83,No,4.98,9,11,0,0,0,20,Low
CS-2026-015496,2026-03-14 07:45:00,2026-03-14 09:55:00,2026-03-18 05:18:00,Enrollment Change,Low,TEAM-03,AN-018,Auto-Routed,2.0,Resolved,24,No,Incorrect initial routing,No,Individual,No,No,No,7.29,2.17,93.55,91.38,No,69.55,9,5,0,0,0,14,Low
CS-2026-013140,2026-04-29 17:15:00,2026-04-29 21:48:00,2026-05-04 21:52:00,Coverage Termination,Low,TEAM-01,AN-004,Manual Triage,0.0,Resolved,96,No,Missing documentation,No,Mid-Market,No,Yes,No,8.03,4.55,124.62,120.07,No,28.62,30,5,0,15,0,50,Moderate
CS-2026-014916,2026-03-19 17:00:00,2026-03-19 20:47:00,2026-03-20 15:03:00,Enrollment Change,Standard,TEAM-03,AN-020,Manual Triage,0.0,Resolved,24,Yes,No issue identified,No,Mid-Market,No,No,Yes,2.1,3.78,22.05,18.27,Yes,,9,11,0,0,10,30,Moderate
CS-2026-014902,2026-03-21 13:45:00,2026-03-21 17:53:00,2026-03-22 11:03:00,Coverage Termination,High,TEAM-01,AN-004,Manual Triage,0.0,Resolved,96,Yes,External party delay,No,Individual,No,No,Yes,5.44,4.13,21.3,17.17,Yes,,30,19,0,0,10,59,High
CS-2026-010512,2026-02-14 09:30:00,2026-02-14 15:17:00,2026-02-17 10:37:00,Coverage Termination,Standard,TEAM-01,AN-001,Analyst Self-Select,0.0,Resolved,96,Yes,Missing documentation,No,Enterprise,Yes,No,No,11.85,5.78,73.12,67.33,Yes,,30,11,20,0,0,61,High
CS-2026-011253,2026-06-06 17:45:00,2026-06-06 18:41:00,2026-06-13 17:38:00,Billing Correction,Low,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,No,Policy exception required,No,Small Group,No,Yes,No,8.92,0.93,167.88,166.95,No,95.88,17,5,0,15,0,37,Moderate
CS-2026-005760,2026-06-06 11:00:00,2026-06-06 12:24:00,2026-06-08 15:51:00,Claims Dispute,High,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,No,No,No,7.79,1.4,52.85,51.45,Yes,,26,19,0,0,0,45,Moderate
CS-2026-005043,2026-06-13 17:30:00,2026-06-13 18:25:00,2026-06-14 09:13:00,Enrollment Change,Standard,TEAM-03,AN-019,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Small Group,No,No,No,2.3,0.92,15.72,14.8,Yes,,9,11,0,0,0,20,Low
CS-2026-013856,2026-02-01 14:00:00,2026-02-01 14:44:00,2026-02-01 18:46:00,Enrollment Change,High,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,Yes,Complex eligibility,No,Small Group,No,No,No,1.65,0.73,4.77,4.03,Yes,,9,19,0,0,0,28,Low
CS-2026-000705,2026-04-27 08:15:00,2026-04-27 10:54:00,2026-04-28 04:23:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Manual Triage,0.0,Resolved,48,Yes,Incorrect initial routing,No,Individual,No,No,No,3.47,2.65,20.13,17.48,Yes,,13,11,0,0,0,24,Low
CS-2026-013405,2026-06-21 16:45:00,2026-06-21 17:33:00,2026-06-23 10:29:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Auto-Routed,1.0,Resolved,48,Yes,Missing documentation,No,Individual,Yes,No,No,6.88,0.8,41.73,40.93,Yes,,13,11,20,0,0,44,Moderate
CS-2026-014199,2026-06-02 10:00:00,2026-06-02 13:15:00,2026-06-03 09:11:00,Claims Dispute,Standard,TEAM-01,AN-001,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Enterprise,No,No,Yes,5.33,3.25,23.18,19.93,Yes,,26,11,0,0,10,47,Moderate
CS-2026-009936,2026-02-15 08:45:00,2026-02-15 12:29:00,2026-02-17 06:44:00,Claims Dispute,High,TEAM-02,AN-014,Manual Triage,0.0,Resolved,72,Yes,External party delay,No,Individual,No,No,No,6.56,3.73,45.98,42.25,Yes,,26,19,0,0,0,45,Moderate
CS-2026-005957,2026-05-10 13:15:00,2026-05-10 13:45:00,2026-05-12 15:18:00,Claims Dispute,High,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,72,Yes,Complex eligibility,No,Small Group,No,No,No,7.59,0.5,50.05,49.55,Yes,,26,19,0,0,0,45,Moderate
CS-2026-008693,2026-04-24 15:30:00,2026-04-24 20:12:00,2026-04-26 15:19:00,Claims Dispute,High,TEAM-02,AN-013,Manual Triage,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,No,No,Yes,7.79,4.7,47.82,43.12,Yes,,26,19,0,0,10,55,High
CS-2026-014400,2026-01-06 07:30:00,2026-01-06 10:34:00,2026-01-07 07:19:00,Coverage Termination,High,TEAM-01,AN-007,Manual Triage,0.0,Resolved,96,Yes,External party delay,No,Enterprise,No,No,No,6.09,3.07,23.82,20.75,Yes,,30,19,0,0,0,49,Moderate
CS-2026-008065,2026-04-28 13:30:00,2026-04-28 16:34:00,2026-04-29 14:27:00,Enrollment Change,Standard,TEAM-03,AN-019,Manual Triage,0.0,Resolved,24,No,Missing documentation,No,Enterprise,No,No,No,2.65,3.07,24.95,21.88,No,0.95,9,11,0,0,0,20,Low
CS-2026-014080,2026-01-08 08:45:00,2026-01-08 12:17:00,2026-01-12 16:43:00,Benefits Inquiry,Low,TEAM-01,AN-002,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,6.5,3.53,103.97,100.43,No,55.97,13,5,20,0,0,38,Moderate
CS-2026-013221,2026-02-10 12:30:00,2026-02-10 13:43:00,2026-02-11 12:16:00,Enrollment Change,Standard,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,24,Yes,Missing documentation,No,Mid-Market,Yes,No,No,6.2,1.22,23.77,22.55,Yes,,9,11,20,0,0,40,Moderate
CS-2026-003349,2026-01-25 13:45:00,2026-01-25 14:05:00,2026-02-01 13:37:00,Authorization Review,Standard,TEAM-04,AN-023,Auto-Routed,2.0,Resolved,48,No,Incorrect initial routing,Yes,Mid-Market,No,No,No,9.42,0.33,167.87,167.53,No,119.87,22,11,0,0,0,33,Moderate
CS-2026-008902,2026-04-27 07:15:00,2026-04-27 08:19:00,2026-05-03 00:52:00,Coverage Termination,Standard,TEAM-04,AN-026,Auto-Routed,0.0,Resolved,96,No,Missing documentation,No,Individual,Yes,No,No,8.78,1.07,137.62,136.55,No,41.62,30,11,20,0,0,61,High
CS-2026-013181,2026-01-28 08:45:00,2026-01-28 13:01:00,2026-01-29 04:31:00,Billing Correction,Standard,TEAM-05,AN-034,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,No,4.84,4.27,19.77,15.5,Yes,,17,11,0,0,0,28,Low
CS-2026-003970,2026-01-15 13:30:00,2026-01-15 14:41:00,2026-01-17 11:36:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Small Group,Yes,No,Yes,6.62,1.18,46.1,44.92,Yes,,13,11,20,0,10,54,Moderate
CS-2026-014246,2026-01-21 16:30:00,2026-01-21 17:45:00,2026-01-23 19:14:00,Enrollment Change,High,TEAM-03,AN-018,Auto-Routed,2.0,Resolved,24,No,System data gap,No,Enterprise,No,No,No,8.99,1.25,50.73,49.48,No,26.73,9,19,0,0,0,28,Low
CS-2026-003126,2026-02-20 15:30:00,2026-02-20 20:50:00,2026-02-24 15:20:00,Coverage Termination,Standard,TEAM-01,AN-007,Analyst Self-Select,0.0,Resolved,96,Yes,External party delay,No,Individual,Yes,No,No,12.19,5.33,95.83,90.5,Yes,,30,11,20,0,0,61,High
CS-2026-012212,2026-01-26 10:45:00,2026-01-26 11:49:00,2026-01-31 08:36:00,Claims Dispute,Standard,TEAM-02,AN-014,Auto-Routed,2.0,Resolved,72,No,Missing documentation,No,Individual,Yes,No,No,13.02,1.07,117.85,116.78,No,45.85,26,11,20,0,0,57,High
CS-2026-006039,2026-03-14 14:30:00,2026-03-14 16:50:00,2026-03-17 08:31:00,Benefits Inquiry,Standard,TEAM-01,AN-004,Auto-Routed,1.0,Resolved,48,No,Missing documentation,No,Small Group,No,No,No,6.43,2.33,66.02,63.68,No,18.02,13,11,0,0,0,24,Low
CS-2026-006673,2026-02-03 10:30:00,2026-02-03 18:29:00,2026-02-04 08:15:00,Enrollment Change,Standard,TEAM-03,AN-017,Analyst Self-Select,0.0,Resolved,24,Yes,No issue identified,No,Small Group,No,No,No,2.71,7.98,21.75,13.77,Yes,,9,11,0,0,0,20,Low
CS-2026-003711,2026-01-31 14:00:00,2026-01-31 17:01:00,2026-02-03 20:07:00,Benefits Inquiry,Standard,TEAM-04,AN-027,Manual Triage,0.0,Resolved,48,No,Missing documentation,No,Individual,Yes,Yes,No,4.82,3.02,78.12,75.1,No,30.12,13,11,20,15,0,59,High
CS-2026-009644,2026-05-12 12:15:00,2026-05-12 12:31:00,2026-05-13 14:54:00,Billing Correction,High,TEAM-05,AN-030,Auto-Routed,0.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,3.36,0.27,26.65,26.38,Yes,,17,19,0,0,0,36,Moderate
CS-2026-011170,2026-05-28 09:15:00,2026-05-28 09:46:00,2026-06-01 16:27:00,Claims Dispute,Low,TEAM-02,AN-016,Auto-Routed,1.0,Resolved,72,No,External party delay,No,Mid-Market,No,No,No,6.96,0.52,103.2,102.68,No,31.2,26,5,0,0,0,31,Moderate
CS-2026-013083,2026-03-22 12:30:00,2026-03-22 13:35:00,2026-03-24 12:46:00,Claims Dispute,Standard,TEAM-02,AN-016,Auto-Routed,1.0,Resolved,72,Yes,No issue identified,No,Mid-Market,No,No,No,9.95,1.08,48.27,47.18,Yes,,26,11,0,0,0,37,Moderate
CS-2026-000409,2026-06-04 17:00:00,2026-06-04 18:49:00,2026-06-05 06:32:00,Benefits Inquiry,High,TEAM-01,AN-005,Manual Triage,0.0,Resolved,48,Yes,Missing documentation,No,Enterprise,Yes,Yes,No,5.28,1.82,13.53,11.72,Yes,,13,19,20,15,0,67,High
CS-2026-009134,2026-03-21 09:15:00,2026-03-21 10:25:00,2026-03-23 23:17:00,Benefits Inquiry,Standard,TEAM-01,AN-008,Auto-Routed,1.0,Resolved,48,No,Missing documentation,No,Mid-Market,Yes,No,No,6.43,1.17,62.03,60.87,No,14.03,13,11,20,0,0,44,Moderate
CS-2026-009062,2026-01-12 08:45:00,2026-01-12 08:51:00,2026-01-14 03:34:00,Enrollment Change,Standard,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,24,No,Incorrect initial routing,No,Mid-Market,No,No,No,4.36,0.1,42.82,42.72,No,18.82,9,11,0,0,0,20,Low
CS-2026-009451,2026-02-26 07:30:00,2026-02-26 09:55:00,2026-03-01 04:22:00,Authorization Review,Low,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,No,No,No,3.33,2.42,68.87,66.45,No,20.87,22,5,0,0,0,27,Low
CS-2026-013018,2026-01-30 09:00:00,2026-01-30 13:37:00,2026-01-31 10:49:00,Enrollment Change,High,TEAM-03,AN-020,Manual Triage,0.0,Resolved,24,No,System data gap,No,Individual,No,No,No,3.31,4.62,25.82,21.2,No,1.82,9,19,0,0,0,28,Low
CS-2026-011129,2026-02-24 15:30:00,2026-02-24 15:51:00,2026-02-28 01:46:00,Coverage Termination,Standard,TEAM-01,AN-008,Auto-Routed,0.0,Resolved,96,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,8.39,0.35,82.27,81.92,Yes,,30,11,0,0,0,41,Moderate
CS-2026-006649,2026-03-04 10:30:00,2026-03-04 12:00:00,2026-03-06 06:08:00,Enrollment Change,Standard,TEAM-03,AN-018,Auto-Routed,1.0,Resolved,24,No,Missing documentation,No,Individual,Yes,No,No,8.54,1.5,43.63,42.13,No,19.63,9,11,20,0,0,40,Moderate
CS-2026-010979,2026-01-17 12:15:00,2026-01-17 15:30:00,2026-01-19 16:57:00,Authorization Review,Standard,TEAM-04,AN-023,Manual Triage,0.0,Resolved,48,No,No issue identified,No,Enterprise,Yes,No,Yes,6.8,3.25,52.7,49.45,No,4.7,22,11,20,0,10,63,High
CS-2026-006474,2026-01-02 17:00:00,2026-01-02 18:02:00,2026-01-06 01:51:00,Enrollment Change,Low,TEAM-03,AN-021,Auto-Routed,1.0,Resolved,24,No,Missing documentation,No,Mid-Market,No,No,No,5.03,1.03,80.85,79.82,No,56.85,9,5,0,0,0,14,Low
CS-2026-000449,2026-06-03 12:45:00,2026-06-03 15:33:00,2026-06-06 18:42:00,Claims Dispute,Low,TEAM-02,AN-014,Auto-Routed,0.0,Resolved,72,No,Missing documentation,No,Mid-Market,Yes,No,No,14.96,2.8,77.95,75.15,No,5.95,26,5,20,0,0,51,Moderate
CS-2026-010269,2026-03-25 07:00:00,2026-03-25 08:10:00,2026-03-28 23:33:00,Authorization Review,Low,TEAM-04,AN-026,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,6.95,1.17,88.55,87.38,No,40.55,22,5,20,0,0,47,Moderate
CS-2026-009332,2026-04-14 10:00:00,2026-04-14 11:29:00,2026-04-15 15:37:00,Benefits Inquiry,High,TEAM-01,AN-005,Auto-Routed,1.0,Resolved,48,Yes,Policy exception required,No,Individual,No,No,No,6.69,1.48,29.62,28.13,Yes,,13,19,0,0,0,32,Moderate
CS-2026-000398,2026-02-05 12:45:00,2026-02-05 14:19:00,2026-02-08 09:58:00,Authorization Review,High,TEAM-04,AN-023,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,No,No,8.1,1.57,69.22,67.65,No,21.22,22,19,20,0,0,61,High
CS-2026-015387,2026-05-08 09:15:00,2026-05-08 10:05:00,2026-05-09 10:54:00,Claims Dispute,Standard,TEAM-02,AN-016,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Individual,No,No,No,6.06,0.83,25.65,24.82,Yes,,26,11,0,0,0,37,Moderate
CS-2026-011367,2026-02-27 12:45:00,2026-02-27 13:06:00,2026-03-01 02:24:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,No issue identified,No,Mid-Market,No,No,No,3.11,0.35,37.65,37.3,Yes,,13,11,0,0,0,24,Low
CS-2026-015642,2026-02-13 16:15:00,2026-02-13 23:14:00,2026-02-14 15:24:00,Enrollment Change,Standard,TEAM-03,AN-021,Analyst Self-Select,0.0,Resolved,24,Yes,System data gap,No,Enterprise,No,No,No,1.82,6.98,23.15,16.17,Yes,,9,11,0,0,0,20,Low
CS-2026-004755,2026-03-13 15:15:00,2026-03-13 20:00:00,2026-03-14 20:46:00,Billing Correction,Standard,TEAM-05,AN-033,Analyst Self-Select,0.0,Resolved,72,Yes,System data gap,No,Mid-Market,No,No,No,2.39,4.75,29.52,24.77,Yes,,17,11,0,0,0,28,Low
CS-2026-004426,2026-01-15 09:15:00,2026-01-15 12:23:00,2026-01-18 21:12:00,Billing Correction,Standard,TEAM-05,AN-029,Manual Triage,0.0,Resolved,72,No,Incorrect initial routing,No,Small Group,Yes,Yes,No,11.06,3.13,83.95,80.82,No,11.95,17,11,20,15,0,63,High
CS-2026-003507,2026-01-02 11:45:00,2026-01-02 12:56:00,2026-01-03 13:37:00,Claims Dispute,Urgent,TEAM-02,AN-012,Auto-Routed,1.0,Resolved,72,Yes,Policy exception required,No,Mid-Market,No,Yes,No,12.91,1.18,25.87,24.68,Yes,,26,25,0,15,0,66,High
